genome,GC,species,GRiD,Species_heterogeneity,Coverage,ids,id,group
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.58,0.265822785,5.152,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.48,0.22972973,5.281,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.58,0.297468354,0.831,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.85,0.286486486,0.8,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.62,0.308641975,0.712,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.55,0.270967742,2.36,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.29,0.224806202,24.887,LD210120-0011_S20210207-0026_FM380.GRiD,FM380,FluAB
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.59,0.245283019,56.015,LD210120-0012_S20210207-0027_FM382.GRiD,FM382,FluAB
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.47,0.238095238,10.064,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.57,0.229299363,7.102,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.3,0.230769231,0.684,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.55,0.290322581,2.222,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.33,0.248120301,4.465,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.73,0.248554913,3.525,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.54,0.285714286,0.68,LD210120-0019_S20210207-0034_FM594.GRiD,FM594,FluB
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.73,0.208092486,23.135,LD210120-0020_S20210207-0035_FM608.GRiD,FM608,FluB
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.57,0.242038217,31.978,LD210120-0021_S20210207-0036_FM610.GRiD,FM610,FluB
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.72,0.238372093,7.032,LD210120-0022_S20210207-0037_FHC633.GRiD,FHC633,Health
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.67,0.25748503,9.35,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.54,0.253246753,4.236,LD210120-0024_S20210207-0039_FHC644.GRiD,FHC644,Health
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.68,0.226190476,3.905,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.54,0.24025974,6.827,LD210120-0026_S20210207-0041_FHC659.GRiD,FHC659,Health
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.51,0.245033113,0.859,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.55,0.277419355,2.652,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.44,0.215277778,24.227,LD210120-0029_S20210207-0044_FHC705.GRiD,FHC705,Health
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.86,0.23655914,15.001,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_000221985.1_ASM22198v1_genomic,GCF_000221985,Streptococcus pseudopneumoniae,1.71,0.251461988,9.708,LD210120-0031_S20210207-0046_FHC724.GRiD,FHC724,Health
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,6.97,0.327116212,24.828,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,2.41,0.157676349,111.171,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,17.8,0.511235955,6.487,LD210118-0060_S20210207-0009_FM44.GRiD,FM44,FluB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,14.05,0.473309609,25.812,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,34.84,0.479908152,1.024,LD210118-0062_S20210207-0011_FM62.GRiD,FM62,FluB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,2.22,0.135135135,15.195,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,18.95,0.507651715,17.699,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,9.85,0.43857868,0.51,LD210118-0065_S20210207-0014_FM72.GRiD,FM72,FluA
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,16.11,0.454376164,4.331,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,15.47,0.47188106,1.645,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,2.09,0.124401914,2.153,LD210120-0002_S20210207-0017_FM130.GRiD,FM130,FluA
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,1.74,0.132183908,6.003,LD210120-0003_S20210207-0018_FM174.GRiD,FM174,FluA
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,1.58,0.082278481,21.231,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,15.76,0.474619289,1.738,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,1.8,0.111111111,82.071,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,1,0,0.32,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,3.25,0.190769231,1.78,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,2.62,0.152671756,10.815,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,1.68,0.095238095,9.911,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,1,0,0.921,LD210120-0011_S20210207-0026_FM380.GRiD,FM380,FluAB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,1,0,0.349,LD210120-0012_S20210207-0027_FM382.GRiD,FM382,FluAB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,3.06,0.179738562,32.689,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,3.06,0.156862745,14.998,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,1.9,0.115789474,13.951,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,4.96,0.268145161,4.415,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,1.75,0.091428571,60.037,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,3.84,0.252604167,17.311,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,3.6,0.258333333,0.389,LD210120-0019_S20210207-0034_FM594.GRiD,FM594,FluB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,1.86,0.107526882,5.814,LD210120-0020_S20210207-0035_FM608.GRiD,FM608,FluB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,1,0,0.281,LD210120-0021_S20210207-0036_FM610.GRiD,FM610,FluB
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,52.03,0.553526811,2.697,LD210120-0022_S20210207-0037_FHC633.GRiD,FHC633,Health
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,23.4,0.491880342,3.675,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,1.7,0.094117647,6.527,LD210120-0024_S20210207-0039_FHC644.GRiD,FHC644,Health
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,18.64,0.442060086,3.591,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,12.92,0.425696594,0.525,LD210120-0026_S20210207-0041_FHC659.GRiD,FHC659,Health
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,7.72,0.28238342,6.895,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,1.89,0.100529101,170.538,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,1.77,0.129943503,2.051,LD210120-0029_S20210207-0044_FHC705.GRiD,FHC705,Health
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,3.26,0.196319018,1.636,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_000224595.1_Prevotella_sp_C561_V1_genomic,GCF_000224595,Prevotella sp,9.17,0.378407852,0.291,LD210120-0031_S20210207-0046_FHC724.GRiD,FHC724,Health
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,2.12,0.259433962,1.612,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,2.15,0.209302326,10.483,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,1,0,1.106,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,1.28,0.1328125,2.932,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,1,0,0.264,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,1,0,0.495,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,1,0,0.212,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,1.69,0.218934911,0.615,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,1,0,0.248,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,2.23,0.219730942,4.698,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,2.16,0.231481481,0.411,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,2.35,0.268085106,0.255,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,1.49,0.174496644,0.889,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,2.05,0.23902439,1.578,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,1.71,0.251461988,1.416,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,2.26,0.238938053,2.628,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,2.44,0.286885246,0.41,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,2.32,0.24137931,2.024,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,2.19,0.228310502,3.649,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,1.49,0.228187919,0.681,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,1.72,0.220930233,0.349,LD210120-0022_S20210207-0037_FHC633.GRiD,FHC633,Health
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,2.01,0.253731343,0.308,LD210120-0024_S20210207-0039_FHC644.GRiD,FHC644,Health
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,2.26,0.261061947,0.923,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,1.26,0.119047619,2.759,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000224615.1_Prev_oulo_F0390_V1_genomic,GCF_000224615,Prevotella oulorum,2.1,0.242857143,0.246,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_000234095.1_Sele_infe_ATCC_43532_V1_genomic,GCF_000234095,Selenomonas infelix,2.71,0.520295203,0.6,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000234095.1_Sele_infe_ATCC_43532_V1_genomic,GCF_000234095,Selenomonas infelix,1.79,0.351955307,0.339,LD210118-0060_S20210207-0009_FM44.GRiD,FM44,FluB
GCF_000234095.1_Sele_infe_ATCC_43532_V1_genomic,GCF_000234095,Selenomonas infelix,1.69,0.307692308,1.105,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000234095.1_Sele_infe_ATCC_43532_V1_genomic,GCF_000234095,Selenomonas infelix,1.96,0.331632653,0.403,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_000234095.1_Sele_infe_ATCC_43532_V1_genomic,GCF_000234095,Selenomonas infelix,1.71,0.350877193,0.228,LD210120-0003_S20210207-0018_FM174.GRiD,FM174,FluA
GCF_000234095.1_Sele_infe_ATCC_43532_V1_genomic,GCF_000234095,Selenomonas infelix,3.22,0.456521739,0.354,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000234095.1_Sele_infe_ATCC_43532_V1_genomic,GCF_000234095,Selenomonas infelix,1.32,0.242424242,0.253,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000234135.1_Sele_noxi_F0398_V1_genomic,GCF_000234135,Selenomonas noxia F0398,2.12,0.353773585,0.883,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000234135.1_Sele_noxi_F0398_V1_genomic,GCF_000234135,Selenomonas noxia F0398,1.52,0.138157895,2.21,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000234135.1_Sele_noxi_F0398_V1_genomic,GCF_000234135,Selenomonas noxia F0398,2.34,0.294871795,0.283,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_000234135.1_Sele_noxi_F0398_V1_genomic,GCF_000234135,Selenomonas noxia F0398,1.35,0.259259259,0.34,LD210120-0003_S20210207-0018_FM174.GRiD,FM174,FluA
GCF_000234135.1_Sele_noxi_F0398_V1_genomic,GCF_000234135,Selenomonas noxia F0398,3.52,0.403409091,0.292,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000234135.1_Sele_noxi_F0398_V1_genomic,GCF_000234135,Selenomonas noxia F0398,1.42,0.281690141,0.265,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000234135.1_Sele_noxi_F0398_V1_genomic,GCF_000234135,Selenomonas noxia F0398,1.58,0.202531646,0.597,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_000234135.1_Sele_noxi_F0398_V1_genomic,GCF_000234135,Selenomonas noxia F0398,1.32,0.242424242,0.208,LD210120-0021_S20210207-0036_FM610.GRiD,FM610,FluB
GCF_000234135.1_Sele_noxi_F0398_V1_genomic,GCF_000234135,Selenomonas noxia F0398,1.47,0.285714286,0.462,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1,0,0.547,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.21,0.115702479,9.706,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.2,0.15,1.26,LD210118-0060_S20210207-0009_FM44.GRiD,FM44,FluB
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.45,0.310344828,0.842,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.23,0.18699187,0.717,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,2.01,0.323383085,1.156,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.42,0.295774648,0.243,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.21,0.173553719,0.582,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.5,0.333333333,0.398,LD210120-0003_S20210207-0018_FM174.GRiD,FM174,FluA
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.51,0.337748344,0.38,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.32,0.242424242,1.412,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1,0,0.263,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.26,0.206349206,0.783,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.28,0.21875,0.56,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.24,0.193548387,1.122,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.51,0.205298013,0.706,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.3,0.2,0.665,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.26,0.206349206,1.023,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.37,0.270072993,0.537,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.4,0.278571429,0.294,LD210120-0020_S20210207-0035_FM608.GRiD,FM608,FluB
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.31,0.236641221,0.794,LD210120-0022_S20210207-0037_FHC633.GRiD,FHC633,Health
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.47,0.272108844,0.355,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.49,0.167785235,0.952,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.65,0.284848485,0.384,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.49,0.32885906,0.583,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic,GCF_000238055,Oribacterium sp ACB1,1.47,0.319727891,0.566,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_000238135.1_Eubact_bact_CM5_V1_genomic,GCF_000238135,Peptoanaerobacter stomatis,1,0,0.246,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000238135.1_Eubact_bact_CM5_V1_genomic,GCF_000238135,Peptoanaerobacter stomatis,1,0,0.257,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000238135.1_Eubact_bact_CM5_V1_genomic,GCF_000238135,Peptoanaerobacter stomatis,1,0,0.279,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000238135.1_Eubact_bact_CM5_V1_genomic,GCF_000238135,Peptoanaerobacter stomatis,1,0,0.248,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_000238135.1_Eubact_bact_CM5_V1_genomic,GCF_000238135,Peptoanaerobacter stomatis,1,0,0.204,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_000239275.1_ASM23927v1_genomic,GCF_000239275,Anaeroglobus geminatus,1,0,0.256,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000239275.1_ASM23927v1_genomic,GCF_000239275,Anaeroglobus geminatus,1.85,0.248648649,0.464,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000239275.1_ASM23927v1_genomic,GCF_000239275,Anaeroglobus geminatus,1.83,0.256830601,0.285,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000239275.1_ASM23927v1_genomic,GCF_000239275,Anaeroglobus geminatus,2.25,0.28,0.212,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000239275.1_ASM23927v1_genomic,GCF_000239275,Anaeroglobus geminatus,1.77,0.186440678,0.629,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000239275.1_ASM23927v1_genomic,GCF_000239275,Anaeroglobus geminatus,2.3,0.252173913,0.292,LD210120-0022_S20210207-0037_FHC633.GRiD,FHC633,Health
GCF_000239715.1_Actinomyces_sp_F0330_V1_genomic,GCF_000239715,Actinomyces sp,3.03,0.184818482,0.328,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000239715.1_Actinomyces_sp_F0330_V1_genomic,GCF_000239715,Actinomyces sp,3.28,0.216463415,0.463,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
